Sentiment Scores,Classification,Tweet Text
0.02941176470588236,Neutral,fmr doj spokesman donald trump is using presidential power to help himself  the 11th hour  msnbc  msnbc  published on sep 18 2018    via youtube
0.05441176470588237,Unsure,i dont have an attorney general trump says about sessions  abc news   via abc
0.020588235294117643,Neutral,drudgereport how is ruthie really doing heaven forbid if she passes and trump gets a 3rd pick the dems heads will explode
0.7058823529411765,Positive,realdonaldtrump god bless donald j trump god bless america  the best president ever
-0.08823529411764708,Unsure,walterowensgrpa jeffflake ignorant trump is executive branch flake legislative branch of congress 2 different branches of government its called repeat after me a system of checks and balances now can you name the third branch heres a hint it starts with a j
0.27941176470588236,Positive,therynheart realdonaldtrump rynheartthereluctant oh sure lets use fox newscasters to influence trumps decisions in running our govt never mind in releasing classified material repubs think that trump should consult wfox news rather than both houses of congress
0.2863445378151261,Positive,seanhannity donald trump doesnt have a attorney general he is right love your show sean hannity
0.19039215686274513,Positive,conerschuck thetrumptrain realdonaldtrump well its just a matter of time before your president leaves this earth forever and we cant wait hes already 72 and in bad health so you better stay off social media for a few months so we can celebrate lol
-0.15588235294117647,Negative,senatemajldr potus do trump and the gop also think the allegations of abuse against catholic priests from many decades ago are also too vague for investigators to explore  they may have abused boys but they have not done it recently so its ok and they should remain as practicing priests
0.038235294117647076,Neutral,during trumps visit today post hurricane florence they snapped this pic of him helping one of his supporters   when asked how it went trump said it was really wet from all the water  chris christie though
-0.26323529411764707,Negative,kc57hd69 thedemocrats trump is getting 13 trillion for defense so what will happen to the ppl he says hes protectingthey will die he will be cutting all programs to help ppl he will cut seniors mecicare amp medicaid amp soc sec what will ppl do die he will stop healthcare to replace wnothing
0.2715686274509804,Positive,have trump order fbi to investigate issue before you chuck  if hes clean hes clean
-0.020588235294117636,Neutral,weird how trump didnt want mexicans crossing the border bc they are rapists yet he wants one for the supreme court its almost as if hear me out theres double standards
0.16779878618113914,Positive,rather see him as mayor of chicago he could really clean up that mess  lets keep president trump right where he is in 2020
0.31327731092436967,Positive,aidenwolfe thank you im so angry at the way these old pos at the gop are treating dr ford as for dickless wonder trump he better learn her name and quit calling her the woman i cant believe all women arent out there screaming right now this will not go well for the old guys fuk
0.02316176470588236,Neutral,fuctupmind congress amp judiciary is putting this all on the back of trump  its really sad  nobody wants to do their job bc they are scared of the consequences if trump can pull this off itll fracture trust in hallowed institutions  but well take the first step in restoring america
-0.048161764705882355,Neutral,trump rips attorney general over russia probe other issues
-0.02941176470588236,Neutral,john kerry wrecks trump for singlehandedly turning america into the laughingstock of the world  via politicususa ctl p2 trump
0.3970588235294118,Positive,could potus trump use this letter as proof of these senators committing sedition   stunning admission democrat leaders reveal top trump intel officials agreed to keep information from president trump  via gatewaypundit
0.27941176470588236,Positive,cnn kavanaugh is like trump sleazy but with more of an intellect
0.08141711229946526,Unsure,daddydaddymac well im married to a man with common sense but i know a few women who are married to trump cult supportersi could never live with a man that has that mindseti dont know why they stay
-0.12941176470588234,Unsure,thanks trump you fucking dumbass
-0.1649159663865546,Negative,wvjoe911 what have republicans done they have caused market instability and blown up the deficit repeatedly nixon increased the debt by 34 prior to that it had been single digit increases then ford 47 reagan 186 hw 54 george w 101 trump estimated at 41 by 2020 hypocrites
0.05441176470588237,Unsure,trump again slams jeff sessions i dont have an attorney general
0.08823529411764708,Unsure,trump defends supreme court nominee as accuser faces deadline
0.2882352941176471,Positive,trump war movie stream now for free
-0.02941176470588236,Neutral,thelastrefuge2 larryschweikart saracarterdc trump has declassification power if trump deems info to be declassified then there is no sources and methods issue cause that info is declassified
0.02941176470588236,Neutral,trumptrain1111 gatewaypundit trump is the head of the executive branch he decides whats classified or not  its his prerogative he won the election and he is your president stop the bs
-0.02941176470588236,Neutral,marcorubio nusrett got any outrage left over for another dictators lunch
-0.14705882352941174,Unsure,sil5933 madd56 tuckercarlson realcandaceo trump provided veterans choice  it debunks the fraud of the va bureaucracy  senator testor d senate bill sunsets veterans choice in 12months  trump must not know because he bragged for months about it  the admiral ronny jackson slander may have been a smokescreen
0.4882352941176471,Positive,xhnews we will be voting for president trump again 8 years of making america great again trump2020 trump
0.02941176470588236,Neutral,puerto rico governor asks trump to consider statehood
0.5882352941176471,Positive,then dont vote for him between reagan and trump two best presidents in my life
0.003921568627450973,Neutral,senatemajldr jiminhofe speakerryan and lindseygrahamsc are silent as trump defiles and insults our security institutions and the people working there they are all responsible the gop is politically bankrupt bananarepublicans stand for nothing but
-0.011764705882352927,Neutral,hillaryclinton i thank god everyday that donald trump is my potus  maga
0.02941176470588236,Neutral,dem governor threatens trump somethings got to happen to this guy hes sabotaging the world order
-0.05073529411764709,Unsure,dear senatorcollins and lisamurkowski  see below for a full picture of what trump and his team bring to the table childish disrespect how can you align with the republican party at this point
0.20588235294117652,Positive,hawleymo clairecmc hawleymo trump won the presidency on vowing to improve the court an you can too  hammer it home she is not listening to mo voters or she would support kavanagh
0.028921568627450968,Neutral,thatsjacqueline johncusack i will read that book it sounds pretty good im just afraid but everythings going to burn if trump and his supporters dont get their way theyll burn it to the ground
0.02941176470588236,Neutral,realdonaldtrump and you know this how trump cannot read
-0.1715686274509804,Negative,lrizing gerryschramm royschuhmacher realjameswoods bingo we know you are a trump hater that would post anything to try and discredit a person typical democrat
0.054411764705882354,Unsure,nevadajack2 abc the ones that fired roseanne  whats worse calling a supreme court justice  a  sexual pretator  or comedian roseanne showing a picture of valarie jarrett where she resembles an actor made up as an ape  remember trump is always depicted as orangutan  maga
0.1715686274509804,Positive,had to share  cleverly written
-0.02941176470588236,Neutral,tomilahren if he has nothing to hide an investigation will exonerate him whats he scared of whats trump scared of
0.15490196078431373,Positive,robbo1992x ladythriller69 realdonaldtrump i just block them i like to go to trumps tweets then block the libtards many have zero followers or just 1 a lot of accounts say they joined in 2009 but they have only 40 followers i think twitter uses abandoned or closed accounts then takes over their accounts
-0.06323529411764707,Unsure,trump attacks sessions blaming attorney general for policy lapses   via wsj
0.26789215686274515,Positive,steveschmidtses seems logical to me steve  kind of like trump not wanting to interview with mueller due to perjury  if you are telling the truth perjury wont happen
0.2975490196078432,Positive,chuckgrassley chuck you are a knuckleheadjust let the lady tell her story period kavanaugh is innocent fine but likely he isnt that is fine as well turn him away and find a clean living candidate oh wait trump picksdirty is as dirty does
-0.08823529411764708,Unsure,here are all the times donald trump has been accused of rape or attempted rape  via fusiontv back democratic socialism 4 justice
0.4970588235294118,Positive,dietdoctorpoekr prayingmedic this was answered  media supports whomever trump bashes they are in effect cheering for the good guys
-0.02941176470588236,Neutral,gartrelllinda jayneqpatriot i consider democrats traitors of america and move to abolish the partyand make trump king of america for life
-0.2858823529411765,Negative,trump is such a chicken shit coward hes afraid to confront on his own
-0.14558823529411763,Unsure,realdonaldtrump not surprising
-0.32573529411764707,Negative,lindseygrahamsc jetrotter realdonaldtrump im terribly disappointed trump didnt throw a few rolls of paper towels around just to troll the libs
0.02941176470588236,Neutral,agsessions recusing himself has been the spoke in trumps wheel
-0.02941176470588236,Neutral,realdonaldtrump how about the deep corruption of trump
-0.32058823529411756,Negative,she says this like its a bad thing
-0.27941176470588236,Negative,renatomariotti tjbogart33 he said that are you kidding trump doesnt seem to understand how guilty he looks saying this stuff
-0.07573529411764705,Unsure,the clumsy attempt to a keep a respected journalist out of the gubernatorial debate was another in a series of missteps by the ben jealous campaign since his surprising primary victory you know its bad when a democratic candidates behavior invites comparisons to donald trump
0.1470588235294118,Unsure,stevenbeschloss inside the white houses quiet campaign to create a supreme court opening
0.02941176470588236,Neutral,coachsbu redpainter1 ahemand 64of white men voted for trump sooootheres that
0.02941176470588236,Neutral,carlvegaaa evilbastard4 markfeather adaamore brodymccain rick95648 vncenza2 uspoll joanne48640679 aleeyunnvaazun shannonttexas dynamex tc1776 kj54290723 camacathryn jmarlene7 gunways youngaejy knorrmelvin robertm80414558 bradbucraig ghostoftick phillipboldt shaungirk robchristie11 pissyjo dd3262donna jwelsh75 nostradamus6650 bigchill53 kannvan trytotakeit dgvreiman allieb1118 drellenr jcdwms hrt6017 truthlightgod freetommy8 thejoshharmon tammytrue8 dinmark2 deanomartino1 questionsfaith atheist1978 session09 gmm777 coachforpotus pffrost bertj4411 president trump did not cause hurricane florence
-0.02941176470588236,Neutral,the cataclysmic cost of trumps war on oceans  via bostonglobe
-0.02941176470588236,Neutral,jeff flake blasts donald trump jr over kavanaugh accuser post
0.27941176470588236,Positive,poland used to be okay with trump then he posted aphoto
0.02941176470588236,Neutral,this dude man
-0.3323646125116714,Negative,we now have the deep state refusing an order 2 release all documents connected to the russia farce thy know they will be going down hard im sure they arent allowed with hold it but they will try and scream trump  thinks hes a king instead there filthy the whole regarding russia
0.02941176470588236,Neutral,what part of without redaction dont they understand
-0.1752450980392157,Negative,are you hard core democrat if trump were a democrat how would youve voted  is it the man or the party  just asking
0.2734792780748663,Positive,soon many clergy will have around table in ny amp their theme is  is donald trump a new king solomon since he was solomon whom had received wisdom amp favor fr god the bible sayshe was greater in richesampwisdom than all other kings of the earth i ll give the ans in duetime
0.1027450980392157,Unsure,braun4indiana joniernst hey mike its time to reach back in your pocket and fund your campaign dont blow it trump won in by 20 points its easy pickins and donnelly is a do nothing goofball hes prime to be picked off  you spent a ton beating the gop so cant be cheap now red wave  git r done bro
0.21323529411764708,Positive,velshiruhle and kavanaugh is  much more powerful than the doctor who assaulted me friends with a rapist of l3 yr olds named trump katie johnson case thats why women take a long time to come forward shes telling the truth or she wldnt ask fbi to investigate
-0.020588235294117643,Neutral,dawn1eliz jill54213116 realjameswoods jamesdriver39 she mentally il keep here away from trump
0.4257352941176471,Positive,wolfflak omgno2trump gop this is true but if trump is truly the best at anything this dissemination and normalization of misogyny may be it
0.08823529411764708,Unsure,jeff sessions law enforcement morale under trump has already improved
0.21323529411764708,Positive,dotdotjuan onuraydin cnn cillizzacnn so how do you get that your president donald trump is supporting the kkk
0.02941176470588236,Neutral,lying ted when are you going to investigate your fathers involvement in jfks assignation like trump said
0.02941176470588236,Neutral,germanodiana devos is on the trump u side so trump her
0.08823529411764708,Unsure,jacksonleetx18 barackobama billclinton housedemocrats pewresearch problem is people want a buddy doesnt matter if they cant accomplish anything obama dont like trump who cares  he wasnt elected to be your cookout or beach buddy he was elected to do a job hes doing it and you just cant stand it
0.02941176470588236,Neutral,sakamakawaka kimberlyheiman thetrumptrain realdonaldtrump who said i was  you can say all the style stuff you want but dont cry and shine about it when someone calls you out on it youre just as big a crybaby as the orange man  grow a pair
0.02941176470588236,Neutral,justiceyes gop  trump  putin
-0.02941176470588236,Neutral,realdonaldtrump remember those 1 million jobs trump touted that he and jack ma of alibaba were going to bring to the us  yeah those arent happening now because of trump tariffs  remember when the office of the presidency wasnt an advertising platform  dumptrump liarinchief tariffs
0.02941176470588236,Neutral,aghazadeh wishing they were donald trump
0.02941176470588236,Neutral,austinhereicome realdonaldtrump republican party is gone its the trump party now millions have left and will vote blue to restore democracy
0.02941176470588236,Neutral,trump stops chemtrails executive order  via youtube
0.02941176470588236,Neutral,anncoulter and president trump appoints bill hillary and barak to replace them
0.02941176470588236,Neutral,realdonaldtrump this book is an indepth look at the deep state that trump has set up this is on trump its his deep state this is the trump deep state
0.12316176470588236,Unsure,jsl909 byronyork sounds funny i know but the doj and fbi are panicking anyone who thinks they are suddenly going to turn honest and comply with trumps order in a timely manner is out of his mind not happening unless someone shows up and tosses them in jail
0.02941176470588236,Neutral,realdonaldtrump trump doesnt read so how does he know
-0.10163398692810459,Unsure,thetweetwit trump hires the dirtiest people he can find them shows them the dirt   what can they do but cow down
0.3382352941176471,Positive,starrbasket thecjpearson hillaryclinton sure she did lol  how much support did you give trumps accusers all 19
0.02941176470588236,Neutral,captain37176361 realdonaldtrump foxnews trump is definitely the catcher
0.5882352941176471,Positive,we have the best president ever no one has been so closely involved and in touch with america   realdonaldtrump realmichaelguy chuckwoolery markyoungtruth realcandaceo hodgie
0.02941176470588236,Neutral,doggintrump pennsylvania bluedowntheboard to get rid of trumps lap dog barletta bluewave voteblue resistancedaynov6 fbr
-0.03963585434173668,Neutral,ahepburn100 sandybulman senatorcollins what are you incredulous about the left has been doing this to the right and conservatives since trump won the election so dont act so shocked when it happens to your side
0.03823529411764709,Neutral,realdonaldtrump god bless you and keep you president trump keep up the fight destroy this insane mutiny of the left and keep restoring this great nation of ours and thank you for this sacrifice
-0.15441176470588236,Negative,we are in deep wtrump and there is nothing fake about that
0.09517973856209153,Unsure,realdonaldtrump youve not read the first page bullets and pics is all you want to see other than fox propaganda i no longer believe the trump admin is capable of leading this country in any direction but down
0.02941176470588236,Neutral,only because of trump
0.02941176470588236,Neutral,realdonaldtrump is it a coloring book because trump cant read
0.05441176470588237,Unsure,interview exclusive trump eviscerates sessions i dont have an attorney general
0.1470588235294118,Unsure,thank goodness for trump maga
-0.02941176470588236,Neutral,thetrumptrain realdonaldtrump dont worry trump hired it
-0.04558823529411764,Neutral,hotbomalott theb55 both james this jackass interloper trump needs to be gone and the whole world will give america their blessings again
0.16176470588235292,Positive,spitfirehill im not so sure about that women who vote republican are doormats the type a guy could fully abuse then order to the kitchen to fix his meal the proof is trump himself he treated them like garbage yet millions still voted for him damn fools  lowselfesteem
-0.17941176470588235,Negative,replouiegohmert cnsnews louie if they dont give him over trump will send in the us marshals to take them and probably arrested idiots while theyre there just for probable cause of stupidity on their part i would love to see that happen i think it probably will but we can have hope cant we
-0.07316176470588234,Unsure,cnn trump is checked everyday  by the fake news media  her husband and obama surely wasnt  including her damn self   go crawl under a rock  a big sharp heavy rock hillary
0.5470588235294118,Positive,recall gagop gubernatorial candidate brian kemp smirking after grab them by the pussy trump endorsed him kavanaughs cant win situation for gop trump who bragged about groping women comes to kavanaughs defense stopkavanaugh gapol dunwoody
0.11691176470588235,Unsure,when british prime minister theresa may told trump by phone that british authorities were 95 percent sure that moscow was responsible for the skripal poisoning trump replied maybe we should get to 98
0.02941176470588236,Neutral,michelecastle vivavelo senbobcorker chuckgrassley then why the fuk is the fbi and doj releasing the documents of an ongoing investigation let me refer you to trump and his gop there is no ruleoflaw  they think they are above the law and can do what they want
-0.08823529411764708,Unsure,peterbakernyt maggienyt jsolomonreports bucksexton so realdonaldtrump a crime should occur that involves the trump family dont bother the fbi
-0.02941176470588236,Neutral,we believe you we believe you we believe you  we also believe that the threats you and your family are experiencing origination point is trump dearprofessorford
-0.14448529411764707,Unsure,get ready for more expensive stuff everyone its disappointing that the current administration shows such a flawed understanding of basic macroeconomics but here we are
0.02941176470588236,Neutral,tuckercarlson they should lockup tucker carlson all those times hes felated donald trump on the air has gotta violate some fcc decency standards
0.11274509803921569,Unsure,my main boss is a trump supporter looking ass mf if i get fired blame it on him
0.38823529411764707,Positive,i liked a youtube video  exclusive listen to trumps conversation with bob woodward
-0.17941176470588235,Negative,sruhle for the same reason trump wont interview with mueller or release his tax returns kavanaugh is afraid of the truth
0.2117647058823529,Positive,latiffani1 stacylstiles besides the fact her brother works for fusion gps parents lost a forecloser case his mom presided over she makes her own pussy hats  protests and hates trump nope  theres nothing to see here
-0.23366013071895422,Negative,yes trump put america in harms way every day north korean nuclear bombs land on la isis rules and who could ignore russian tanks moving on washington dc damn trump he inherited a healthy economy running at 15 gdp and boosted it to 42 which obama swore is impossible
-0.12941176470588234,Unsure,meanwhile the republican nominee donald trump was praising russian president vladimir putin with inexplicable vigor and had even called on russian spy agencies to hack his opponent
0.02941176470588236,Neutral,akwhiteroom ilovesoros kst2424 thetrumptrain where does what come from
0.02941176470588236,Neutral,donald j trump on twitter
-0.5882352941176471,Negative,long25luke slp245 owenmma realdonaldtrump im somebody and i think trump is the worst potus in the history of the world so your hyperbole is nonsense
0.02941176470588236,Neutral,leachdeanna txkenjsmith and after they dared trump to release them
-0.06323529411764708,Unsure,clwest156 deesie18 realrichhunting thetrumptrain people going through custody battles should be recording every time they are near the ex especially men as weve witnessed all a woman has to do is make an accusation to ruin a mans life
0.4558823529411765,Positive,he has to be a hero i dont trust many in dc trump pompeo mattis kelly and flynn i am still holding out hope for sessions n wrey i like that darrell issa is joining team start business guy
-0.0005882352941176464,Neutral,stephen17255847 searchdeeply kaitlancollins realdonaldtrump jeffsessions presssec realcandaceo charliekirk11 stephen my take is you dont respect women you havent been respectful to search deeply or myself we lay out textured critical considerations your come back is to address us with rudeness please stop using women because you hate trump flotus
0.08823529411764708,Unsure,remember you cant spell triumph without trump keepamericagreat  realdonaldtrump
0.4970588235294118,Positive,alyssamilano mmflint does he believe people who continue to support trump after all we know now are good people i dont think they are myself
0.17941176470588235,Positive,thetrumptrain realdonaldtrump so is the white house trump coward vietnam liar  mexico pay for wallcon artist  tax cut for middle class and the best group of old white men minionsshills yours is speculation at best mine are facts not alternate ones
0.0030882352941176416,Neutral,seanhannity the swamp couldnt find any other trump hater willing to verify cb fords memory in the us  now they have found one in mexico canada is next after the latest allegations we havent heard about russia lately i have heard putan went to brents prep school
-0.2725490196078431,Negative,florencehurricane2018  5 trump policies thatll make future flooding worse  the admins push to relax obamaera regs threatens to reverse yrs of federal efforts to reduce property damage contamination amp human suffering  vote out climatechange deniers
-0.02941176470588236,Neutral,lgtrombatore deadlecturer hes a safety net for donald trump its so blatantly obvious
0.08823529411764708,Unsure,we need to wait until after the midterms so democrats can block every trump nominee like they did to obama votethemout flipitblue
-0.27941176470588236,Negative,trump feels angry unprotected amid mounting crises
0.08823529411764708,Unsure,thank you senator merkley for keeping the pressure on the trump admin these children must be reunited with their families
0.2808823529411765,Positive,haha wow huffpost trump tells hurricane florence survivor at least you got a nice boat out of the deal
-0.32941176470588235,Negative,perhaps they are afraid mueller will indict trump before they get the judge in place
0.38823529411764707,Positive,nbcnews his own boss trump dont even trust him so why should anybody else
-0.2717914438502674,Negative,is it just me or have any of you thought that  ur family members need 2  have their asses kicked i live in tn amp i am overwhelmed and horrified by relatives that stand for trump in spite of mounting evidence that he is a criminal dont get me started on robert e lee
-0.5382352941176471,Negative,bfg1963 mbrake02 davidkris toddkolod saracarterdc papadopoulos met up wchristian cantor in israel had an animus for trump hated him amp he introduced him 2 erica thompson in london who is an austrailian intelligence officer senior advisor to robert downer in march2016  misfud told him about dirt in april 2016
-0.22058823529411764,Negative,podestasemail cbsnews just like trump is avoiding everything hes guilty you can see it
0.21691176470588236,Positive,trump fbi hoax exposure is a significant anticorruption move judicia  via youtube
-0.0989495798319328,Unsure,fuck trump special report a year after hurricane maria puerto rico is still struggling
0.14653799019607847,Unsure,it makes people so mad whenever i bring up how i dont like donald trump but can also acknowledge that he has accomplished alot and works very hard lol like there are alot of things hes done with his life i wouldnt mind doing too
0.02941176470588236,Neutral,seanhannity realdonadtrump should take 4 marines 64 tall and visit the fbi offices ask them to hand him the documents
0.02941176470588236,Neutral,oh noi grew a trump tomato
-0.0032212885154061684,Neutral,mueller and his team are acting like the kgb  using special powers to gather information and then leaking it to the press to destroy trump his family and his associates if they cant use it in court witchhunt
0.02941176470588236,Neutral,what do you call a woman who cynically expresses concern for the rights health amp welfare of women and then votes with trump  every time just be honest senatorcollins announce youre a trumpie and be done with it
-0.17628676470588237,Negative,donaldjtrumpjr realdonaldtrump look at the poor little crybabies they just cant stand it because trump is getting the job done
-0.08823529411764708,Unsure,senjeffmerkley lilefebvre realdonaldtrump can you just kill me now   i just cant handle all of the corruption in this trump presidency i need hope
0.02941176470588236,Neutral,oprahside cashnastygaming trump sleeping 3 hours a night explains a lot
-0.05441176470588236,Unsure,spinson7746 yes i never use cuss words or filthy imagery like the trump haters love to do i just hit them with the stark truth which is extremely powerful
0.02941176470588236,Neutral,if the media told the truth about what trumps administration is accomplishing trump would be at a 95 approval rating and the media would be delegated to the trash heap where they belong oig audit results that you never knew occurred  via amdigitalnews
-0.02941176470588236,Neutral,trump declassified the documents so the people that have seen these documents should reveal there contents  no crime the president has declassified them
0.4882352941176471,Positive,kerrijersey great anti trump christmas  ideas
-0.02941176470588236,Neutral,kavanaughs supporters and his accuser are at an impasse over her testimony by peter baker and nicholas fandos via nyt
-0.02941176470588236,Neutral,didnt the left want it declassified previouslyexcia chief john brennan encourages deep state to defy president trumps declassification order  via gatewaypundit
0.02941176470588236,Neutral,folks voted for trump on purpose
-0.20588235294117646,Negative,amen whenever there was a catastrophe in our country obama played golf and 1 week later attempted some sorry appearance to feign his concern 8 years of indifference we endured trump is the most compassionate pres weve ever had in america maga
0.1632352941176471,Positive,at least you got a nice boat out of the deal trump tells nc man during postflorence tour
-0.016911764705882362,Neutral,hardball megynkelly bimbo kelly will take either side of an argument to frame her narrative like every other republikkklan  writes a book about ailes attempting to rape her for career move then trashes rape victim to defend trumps get out of jail free card  boycottmsnbcexceptmaddow
-0.07573529411764705,Unsure,the clumsy attempt to a keep a respected journalist out of the gubernatorial debate was another in a series of missteps by the ben jealous campaign since his surprising primary victory you know its bad when a democratic candidates behavior invites comparisons to donald trump
-0.14823529411764708,Unsure,realdonaldtrump president trump has nurtured a dangerous hatred for the free press among his followers with his constant screeching about fake news pushing millions of americans to untether from reality completely and instead embrace demonstrable falsehoods and comforting lie
0.05176470588235291,Unsure,45 is paranoid anxious amp throwing a fit his im innocent because i say im innocent scam doesnt work  evidence is funny like that
0.4132352941176471,Positive,steveschmidtses carlquintanilla sure steve trump won you lost made up story and you know it you said hillary would win in a landslide
0.02941176470588236,Neutral,maxmcgloin tell trump about a polish camp and he will ask if they take care of shoes and silver
0.23435774309723892,Positive,latetweeter preinsko nicolledwallace deadlinewh i would say a high probability but more importantly kavanaugh has the ideology and legal opinions that make him likely the most probable to do the bidding for trump and the gop hes been cultivated for this by the right wing conservatives
-0.02941176470588236,Neutral,more fake news cnn at it again
0.02941176470588236,Neutral,realbelairman sirfirchick loritech the world is watching they all want to use us as an atm fuck every last one of them trump is gonna our us and our military back on top
0.11225490196078433,Unsure,bbc news  trump on sessions i dont have an attorney general   continues to slam his own party how much longer will they suck it up
